MsCode,ExpCode,Year,Estimate,RSE,LowerCIB,UpperCIB,Flag
M001,E008,2010,36.8,3.3,35.6,38,
M001,E009,2010,16.3,6.7,15.2,17.4,
M001,E010,2010,43.8,60.6,17.2,70.4,
M001,E011,2010,235,4.6,224.2,245.8,
M002,E001,2010,34.8, , , ,
M002,E002,2010,10.2, , , ,
M002,E003,2010,36.5, , , ,
M002,E004,2010,27.1, , , ,
M002,E005,2010,31.4, , , ,
M002,E006,2010,4.2, , , ,
M002,E007,2010,31.4, , , ,
M002,E008,2010,70.4, , , ,
M002,E009,2010,62.3, , , ,
M002,E010,2010,1.5, , , ,
M002,E011,2010,100, , , ,
M003,E001,2010,36.9, , , ,
M003,E002,2010,0.6, , , ,
M003,E003,2010,37.5, , , ,
M003,E004,2010,15.8, , , ,
M003,E005,2010,31.1, , , ,
M003,E006,2010,0.1, , , ,
M003,E007,2010,46.9, , , ,
M003,E008,2010,11, , , ,
M003,E009,2010,4.3, , , ,
M003,E010,2010,0.3, , , ,
M003,E011,2010,100, , , ,
M004,E001,2010,-0.2,5.7,-5.9,5.5,
M004,E002,2010,1.1,29.3,-28.2,30.3,
M004,E003,2010,-1.4,5.8,-7.1,4.4,
M004,E004,2010,8,22.4,-14.4,30.5,
M004,E005,2010,-13.1,9.8,-22.8,-3.3,
M004,E006,2010,-26.2,37,-63.1,10.8,
M004,E007,2010,-6.9,11.1,-18,4.2,
M004,E008,2010,2.3,4.3,-2,6.6,
M004,E009,2010,13.8,8.4,5.4,22.2,
M004,E010,2010,13.7,77.8,-64,91.5,
M004,E011,2010,-1.3,7.2,-8.5,5.9,
M001,E001,2011,264.4,4.6,252.3,276.6,
M001,E002,2011,15.1,22.8,11.7,18.6,
M001,E003,2011,259.6,5.3,245.7,273.4,
M001,E004,2011,149.3,8.4,136.8,161.8,
M001,E005,2011,252.3,6.9,235,269.5,
M001,E006,2011,5.2,30.8,3.6,6.9,
M001,E007,2011,373.7,5.8,352.2,395.2,
M001,E008,2011,39.4,3.3,38.1,40.7,
M001,E009,2011,16.6,4.2,15.9,17.3,
M001,E010,2011,37,26.3,27.3,46.7,
M001,E011,2011,254,3.9,244,264,
M002,E001,2011,33.8, , , ,
M002,E002,2011,10.7, , , ,
M002,E003,2011,35.1, , , ,
M002,E004,2011,26.9, , , ,
M002,E005,2011,33.1, , , ,
M002,E006,2011,4.9, , , ,
M002,E007,2011,33.1, , , ,
M002,E008,2011,70.7, , , ,
M002,E009,2011,63.7, , , ,
M002,E010,2011,1.9, , , ,
M002,E011,2011,100, , , ,
M003,E001,2011,35.2, , , ,
M003,E002,2011,0.6, , , ,
M003,E003,2011,35.8, , , ,
M003,E004,2011,15.8, , , ,
M003,E005,2011,32.8, , , ,
M003,E006,2011,0.1, , , ,
M003,E007,2011,48.8, , , ,
M003,E008,2011,11, , , ,
M003,E009,2011,4.2, , , ,
M003,E010,2011,0.3, , , ,
M003,E011,2011,100, , , ,
M004,E001,2011,6,6,0,12,
M004,E002,2011,14.5,34.4,-19.9,48.9,
M004,E003,2011,7.6,6.4,1.2,14,
M004,E004,2011,9.5,13.5,-4,23,
M004,E005,2011,8.4,10.5,-2.1,18.9,
M004,E006,2011,24.2,46.1,-21.9,70.3,
M004,E007,2011,6.6,9.6,-3.1,16.2,
M004,E008,2011,7.2,4.3,2.9,11.6,
M004,E009,2011,1.5,7.5,-6,9,
M004,E010,2011,-15.6,66.9,-82.5,51.2,
M004,E011,2011,8.1,5.6,2.5,13.7,
M001,E001,2012,275.4,3.9,264.5,286.2,
M001,E002,2012,14.6,16.1,12.3,17,
M001,E003,2012,271,4.3,259.3,282.7,
M001,E004,2012,146.8,6.4,137.4,156.2,
M001,E005,2012,233.6,5.8,220.1,247.1,
M001,E006,2012,6.4,33.6,4.2,8.5,
M001,E007,2012,356.7,5.4,337.6,375.8,
M001,E008,2012,41.9,3.9,40.3,43.6,
M001,E009,2012,19.1,5.4,18,20.1,
M001,E010,2012,48,24.9,36,59.9,
M001,E011,2012,254.9,4.2,244.1,265.6,
M002,E001,2012,34.7, , , ,
M002,E002,2012,11.3, , , ,
M002,E003,2012,35.9, , , ,
M002,E004,2012,26.9, , , ,
M002,E005,2012,32.2, , , ,
M002,E006,2012,3.8, , , ,
M002,E007,2012,32.3, , , ,
M002,E008,2012,69.9, , , ,
M002,E009,2012,63.7, , , ,
M002,E010,2012,2.2, , , ,
M002,E011,2012,100, , , ,
M003,E001,2012,37.5, , , ,
M003,E002,2012,0.6, , , ,
M003,E003,2012,38.2, , , ,
M003,E004,2012,15.5, , , ,
M003,E005,2012,29.6, , , ,
M003,E006,2012,0.1, , , ,
M003,E007,2012,45.2, , , ,
M003,E008,2012,11.5, , , ,
M003,E009,2012,4.8, , , ,
M003,E010,2012,0.4, , , ,
M003,E011,2012,100, , , ,
M004,E001,2012,4.1,4.6,-0.5,8.8,
M004,E002,2012,-3.4,25.6,-29,22.2,
M004,E003,2012,4.4,5.7,-1.3,10.2,
M004,E004,2012,-1.7,10,-11.7,8.3,
M004,E005,2012,-7.4,7,-14.3,-0.4,
M004,E006,2012,22,56.8,-34.8,78.8,
M004,E007,2012,-4.6,6.9,-11.4,2.3,
M004,E008,2012,6.3,4.8,1.5,11.1,
M004,E009,2012,15.2,7.1,8,22.3,
M004,E010,2012,29.7,45.3,-15.6,75,
M004,E011,2012,0.3,5.3,-4.9,5.6,
M001,E001,2013,277.5,4.3,265.6,289.3,
M001,E002,2013,15.1,18.2,12.3,17.8,
M001,E003,2013,273.5,4.3,261.6,285.4,
M001,E004,2013,147.6,7.3,136.8,158.5,
M001,E005,2013,232.6,8,214.1,251.1,
M001,E006,2013,5.7,52.1,2.8,8.7,
M001,E007,2013,354.7,6.9,330.2,379.2,
M001,E008,2013,43.7,3.4,42.2,45.2,
M001,E009,2013,23.9,4,23,24.9,
M001,E010,2013,41.4,35.8,26.6,56.2,
M001,E011,2013,257.1,4,246.8,267.4,
M002,E001,2013,33.7, , , ,
M002,E002,2013,9.3, , , ,
M002,E003,2013,34.7, , , ,
M002,E004,2013,26.9, , , ,
M002,E005,2013,32.3, , , ,
M002,E006,2013,3.1, , , ,
M002,E007,2013,32.5, , , ,
M002,E008,2013,72.1, , , ,
M002,E009,2013,62.5, , , ,
M002,E010,2013,1.8, , , ,
M002,E011,2013,100, , , ,
M003,E001,2013,36.3, , , ,
M003,E002,2013,0.5, , , ,
M003,E003,2013,36.9, , , ,
M003,E004,2013,15.4, , , ,
M003,E005,2013,29.3, , , ,
M003,E006,2013,0.1, , , ,
M003,E007,2013,44.8, , , ,
M003,E008,2013,12.2, , , ,
M003,E009,2013,5.8, , , ,
M003,E010,2013,0.3, , , ,
M003,E011,2013,100, , , ,
M004,E001,2013,0.8,5,-4.2,5.7,
M004,E002,2013,2.9,26,-23.1,28.9,
M004,E003,2013,0.9,5.3,-4.4,6.3,
M004,E004,2013,0.6,9.5,-8.9,10,
M004,E005,2013,-0.4,8.9,-9.3,8.5,
M004,E006,2013,-10,57.9,-67.9,47.8,
M004,E007,2013,-0.6,7.8,-8.4,7.3,
M004,E008,2013,4.2,4.6,-0.3,8.8,
M004,E009,2013,25.5,9.4,16.1,35,
M004,E010,2013,-13.7,31.5,-45.2,17.9,
M004,E011,2013,0.9,5.2,-4.3,6,
M001,E001,2014,295.1,4.6,281.5,308.7,
M001,E002,2014,15.1,19.2,12.2,18,
M001,E003,2014,288.9,5.2,274,303.8,
M001,E004,2014,169.4,7.6,156.5,182.2,
M001,E005,2014,246.6,6.5,230.6,262.7,
M001,E006,2014,5.4,34.8,3.5,7.3,
M001,E007,2014,388.6,6.2,364.6,412.7,
M001,E008,2014,47.4,3.4,45.8,49,
M001,E009,2014,26.1,4.8,24.9,27.3,
M001,E010,2014,95,48.2,49.2,140.8,
M001,E011,2014,284,4.3,271.7,296.3,
M002,E001,2014,34.8, , , ,
M002,E002,2014,10.2, , , ,
M002,E003,2014,36.1, , , ,
M002,E004,2014,27.9, , , ,
M002,E005,2014,32.9, , , ,
M002,E006,2014,2.4, , , ,
M002,E007,2014,33.1, , , ,
M002,E008,2014,69.9, , , ,
M002,E009,2014,62.1, , , ,
M002,E010,2014,2, , , ,
M002,E011,2014,100, , , ,
M003,E001,2014,36.2, , , ,
M003,E002,2014,0.5, , , ,
M003,E003,2014,36.7, , , ,
M003,E004,2014,16.6, , , ,
M003,E005,2014,28.6, , , ,
M003,E006,2014,0, , , ,
M003,E007,2014,45.3, , , ,
M003,E008,2014,11.7, , , ,
M003,E009,2014,5.7, , , ,
M003,E010,2014,0.7, , , ,
M003,E011,2014,100, , , ,
M004,E001,2014,6.3,6.4,-0.1,12.8,
M004,E002,2014,0,28.1,-28.1,28.1,
M004,E003,2014,5.6,6.8,-1.1,12.4,
M004,E004,2014,14.7,11.8,3,26.5,
M004,E005,2014,6,11.4,-5.3,17.4,
M004,E006,2014,-5.5,64.2,-69.7,58.7,
M004,E007,2014,9.6,10.5,-0.9,20.1,
M004,E008,2014,8.5,5.2,3.2,13.7,
M004,E009,2014,9.1,7.4,1.7,16.5,
M004,E010,2014,129.4,151.4,-22.1,280.8,
M004,E011,2014,10.5,6.6,3.9,17,
M001,E001,2015,306.5,3.7,295.1,317.8,
M001,E002,2015,16.3,16.9,13.5,19.1,
M001,E003,2015,301,3.8,289.6,312.3,
M001,E004,2015,164,7,152.5,175.4,
M001,E005,2015,262.5,4.7,250,274.9,
M001,E006,2015,6.2,52.9,2.9,9.4,
M001,E007,2015,400.2,4.4,382.7,417.7,
M001,E008,2015,47.7,2.9,46.3,49.1,
M001,E009,2015,28.7,3.8,27.6,29.8,
M001,E010,2015,78.2,26,57.9,98.5,
M001,E011,2015,295.4,2.9,286.8,304.1,
M002,E001,2015,34.9, , , ,
M002,E002,2015,10, , , ,
M002,E003,2015,36.1, , , ,
M002,E004,2015,28.2, , , ,
M002,E005,2015,33.3, , , ,
M002,E006,2015,2.1, , , ,
M002,E007,2015,33.4, , , ,
M002,E008,2015,71, , , ,
M002,E009,2015,61.4, , , ,
M002,E010,2015,2.2, , , ,
M002,E011,2015,100, , , ,
M003,E001,2015,36.2, , , ,
M003,E002,2015,0.5, , , ,
M003,E003,2015,36.8, , , ,
M003,E004,2015,15.7, , , ,
M003,E005,2015,29.5, , , ,
M003,E006,2015,0, , , ,
M003,E007,2015,45.2, , , ,
M003,E008,2015,11.5, , , ,
M003,E009,2015,6, , , ,
M003,E010,2015,0.6, , , ,
M003,E011,2015,100, , , ,
M004,E001,2015,3.9,5.9,-2,9.8,
M004,E002,2015,8.3,27.1,-18.8,35.4,
M004,E003,2015,4.2,6.5,-2.3,10.7,
M004,E004,2015,-3.2,9.3,-12.5,6.1,
M004,E005,2015,6.4,8.7,-2.3,15.1,
M004,E006,2015,13.6,73.9,-60.3,87.5,
M004,E007,2015,3,7.6,-4.6,10.6,
M004,E008,2015,0.7,4.6,-4,5.3,
M004,E009,2015,9.9,6.4,3.5,16.2,
M004,E010,2015,-17.6,49.7,-67.3,32,
M004,E011,2015,4,5.4,-1.4,9.4,
M001,E001,2016,314.6,4.6,300.3,329,
M001,E002,2016,22.6,19.4,18.2,27,
M001,E003,2016,306.3,5,290.9,321.6,
M001,E004,2016,198.7,8.8,181.1,216.2,
M001,E005,2016,272.4,8.9,248.3,296.5,
M001,E006,2016,11.1,42.4,6.4,15.9,
M001,E007,2016,451.3,7.6,417.1,485.4,
M001,E008,2016,52.3,2.7,50.9,53.7,
M001,E009,2016,30.7,4.1,29.5,32,
M001,E010,2016,37.9,31.2,26.1,49.7,
M001,E011,2016,319.1,4.4,305.1,333.2,
M002,E001,2016,32.1, , , ,
M002,E002,2016,10.1, , , ,
M002,E003,2016,33.8, , , ,
M002,E004,2016,31.3, , , ,
M002,E005,2016,34.5, , , ,
M002,E006,2016,5, , , ,
M002,E007,2016,34.7, , , ,
M002,E008,2016,72.7, , , ,
M002,E009,2016,62.7, , , ,
M002,E010,2016,4.7, , , ,
M002,E011,2016,100, , , ,
M003,E001,2016,31.7, , , ,
M003,E002,2016,0.7, , , ,
M003,E003,2016,32.4, , , ,
M003,E004,2016,19.5, , , ,
M003,E005,2016,29.5, , , ,
M003,E006,2016,0.2, , , ,
M003,E007,2016,49.1, , , ,
M003,E008,2016,11.9, , , ,
M003,E009,2016,6, , , ,
M003,E010,2016,0.6, , , ,
M003,E011,2016,100, , , ,
M004,E001,2016,2.7,6.4,-3.7,9.1,
M004,E002,2016,38.6,34.7,3.9,73.3,
M004,E003,2016,1.8,6.5,-4.8,8.3,
M004,E004,2016,21.2,13.6,7.6,34.7,
M004,E005,2016,3.8,10.4,-6.6,14.2,
M004,E006,2016,80.6,135,-54.4,215.6,
M004,E007,2016,12.8,9.2,3.6,21.9,
M004,E008,2016,9.6,4,5.6,13.6,
M004,E009,2016,7.1,5.5,1.6,12.6,
M004,E010,2016,-51.5,20.1,-71.7,-31.4,
M004,E011,2016,8,5.5,2.5,13.5,
M001,E001,2017,348.5,4,334.5,362.5,
M001,E002,2017,21.4,17.4,17.6,25.1,
M001,E003,2017,339.2,4.4,324.2,354.1,
M001,E004,2017,211.6,6.3,198.2,225.1,
M001,E005,2017,244.4,6.9,227.6,261.2,
M001,E006,2017,8.2,41.5,4.8,11.6,
M001,E007,2017,436.4,5.4,413,459.7,
M001,E008,2017,53.8,3.4,52,55.6,
M001,E009,2017,30.6,3.8,29.4,31.8,
M001,E010,2017,62.3,36,39.9,84.8,
M001,E011,2017,320.5,3.6,308.9,332.2,
M002,E001,2017,34.7, , , ,
M002,E002,2017,10, , , ,
M002,E003,2017,36.3, , , ,
M002,E004,2017,28.8, , , ,
M002,E005,2017,31.4, , , ,
M002,E006,2017,4.5, , , ,
M002,E007,2017,31.6, , , ,
M002,E008,2017,72.3, , , ,
M002,E009,2017,59.8, , , ,
M002,E010,2017,3.4, , , ,
M002,E011,2017,100, , , ,
M003,E001,2017,37.8, , , ,
M003,E002,2017,0.7, , , ,
M003,E003,2017,38.4, , , ,
M003,E004,2017,19, , , ,
M003,E005,2017,23.9, , , ,
M003,E006,2017,0.1, , , ,
M003,E007,2017,43.1, , , ,
M003,E008,2017,12.1, , , ,
M003,E009,2017,5.7, , , ,
M003,E010,2017,0.7, , , ,
M003,E011,2017,100, , , ,
M004,E001,2017,10.8,6.3,4.4,17.1,
M004,E002,2017,-5.5,20.5,-26,15,
M004,E003,2017,10.7,6.7,4.1,17.4,
M004,E004,2017,6.5,11.2,-4.7,17.7,
M004,E005,2017,-10.3,9,-19.3,-1.3,
M004,E006,2017,-26.2,45.8,-72,19.6,
M004,E007,2017,-3.3,8.1,-11.4,4.8,
M004,E008,2017,3,4.3,-1.3,7.2,
M004,E009,2017,-0.4,5.8,-6.1,5.4,
M004,E010,2017,64.4,73.8,-9.3,138.2,
M004,E011,2017,0.4,5,-4.5,5.4,
M001,E001,2018,349.4,4.5,333.6,365.2,
M001,E002,2018,23.1,16,19.4,26.8,
M001,E003,2018,340.5,4.8,324.3,356.7,
M001,E004,2018,206.7,5.3,195.7,217.7,
M001,E005,2018,260.9,7.7,240.7,281,
M001,E006,2018,5.8,21.5,4.6,7.1,
M001,E007,2018,448.1,5.8,421.9,474.2,
M001,E008,2018,55.6,3,53.9,57.3,
M001,E009,2018,34.1,3.4,32.9,35.3,
M001,E010,2018,56.9,29.4,40.2,73.7,
M001,E011,2018,338.6,3.9,325.5,351.6,
M002,E001,2018,32.7, , , ,
M002,E002,2018,9.7, , , ,
M002,E003,2018,34.2, , , ,
M002,E004,2018,32, , , ,
M002,E005,2018,35, , , ,
M002,E006,2018,4.9, , , ,
M002,E007,2018,35.2, , , ,
M002,E008,2018,74.3, , , ,
M002,E009,2018,61.4, , , ,
M002,E010,2018,3.9, , , ,
M002,E011,2018,100, , , ,
M003,E001,2018,33.7, , , ,
M003,E002,2018,0.7, , , ,
M003,E003,2018,34.4, , , ,
M003,E004,2018,19.5, , , ,
M003,E005,2018,26.9, , , ,
M003,E006,2018,0.1, , , ,
M003,E007,2018,46.5, , , ,
M003,E008,2018,12.2, , , ,
M003,E009,2018,6.2, , , ,
M003,E010,2018,0.7, , , ,
M003,E011,2018,100, , , ,
M004,E001,2018,0.3,6,-5.7,6.3,
M004,E002,2018,8.2,25.8,-17.6,34,
M004,E003,2018,0.4,6.3,-5.9,6.7,
M004,E004,2018,-2.3,8.4,-10.7,6,
M004,E005,2018,6.7,11.5,-4.8,18.3,
M004,E006,2018,-29.3,34.4,-63.8,5.1,
M004,E007,2018,2.7,8.7,-6,11.4,
M004,E008,2018,3.3,4.1,-0.8,7.4,
M004,E009,2018,11.4,5.9,5.5,17.3,
M004,E010,2018,-8.7,43.3,-52,34.6,
M004,E011,2018,5.6,5.8,-0.2,11.5,
M001,E001,2019,369.9,1.9,362.7,377.1,
M001,E002,2019,25.8,8.2,23.7,27.9,
M001,E003,2019,357,2,349.8,364.2,
M001,E004,2019,220.3,2.6,214.7,225.9,
M001,E005,2019,259.7,3.6,250.3,269.1,
M001,E006,2019,8.6,16.8,7.2,10.1,
M001,E007,2019,459.6,2.3,449.1,470.1,
M001,E008,2019,55.1,1.5,54.3,56,
M001,E009,2019,36.7,2.1,35.9,37.5,
M001,E010,2019,60.6,10.8,54.1,67.2,
M001,E011,2019,343.2,1.7,337.5,349,
M002,E001,2019,34.2, , , ,
M002,E002,2019,10.9, , , ,
M002,E003,2019,36.3, , , ,
M002,E004,2019,29.8, , , ,
M002,E005,2019,32.2, , , ,
M002,E006,2019,5, , , ,
M002,E007,2019,32.6, , , ,
M002,E008,2019,70.9, , , ,
M002,E009,2019,58.3, , , ,
M002,E010,2019,6.1, , , ,
M002,E011,2019,100, , , ,
M003,E001,2019,36.9, , , ,
M003,E002,2019,0.8, , , ,
M003,E003,2019,37.7, , , ,
M003,E004,2019,19.1, , , ,
M003,E005,2019,24.3, , , ,
M003,E006,2019,0.1, , , ,
M003,E007,2019,43.6, , , ,
M003,E008,2019,11.4, , , ,
M003,E009,2019,6.2, , , ,
M003,E010,2019,1.1, , , ,
M003,E011,2019,100, , , ,
M004,E001,2019,5.9,5,0.8,10.9,
M004,E002,2019,11.5,19.6,-8,31.1,
M004,E003,2019,4.8,5.3,-0.4,10.1,
M004,E004,2019,6.6,6.5,0.1,13,
M004,E005,2019,-0.4,8.3,-8.8,7.9,
M004,E006,2019,48.2,38.4,9.8,86.6,
M004,E007,2019,2.6,6.3,-3.8,8.9,
M004,E008,2019,-0.9,3.3,-4.1,2.4,
M004,E009,2019,7.7,4.4,3.3,12.1,
M004,E010,2019,6.6,35.4,-28.8,41.9,
M004,E011,2019,1.4,4.2,-2.8,5.6,
M001,E001,2020,381.2,1.8,374.4,388.1,
M001,E002,2020,27.9,11.3,24.7,31,
M001,E003,2020,372.3,2,364.7,379.8,
M001,E004,2020,232.6,2.6,226.4,238.7,
M001,E005,2020,238.7,2.9,231.7,245.7,
M001,E006,2020,8.5,20.8,6.7,10.2,
M001,E007,2020,450.5,2.3,440.3,460.7,
M001,E008,2020,58.1,1.8,57.1,59.1,
M001,E009,2020,37.6,1.7,37,38.2,
M001,E010,2020,71.9,21.2,56.7,87.1,
M001,E011,2020,349.8,1.6,344.2,355.4,
M002,E001,2020,34.8, , , ,
M002,E002,2020,10.5, , , ,
M002,E003,2020,36.4, , , ,
M002,E004,2020,30.1, , , ,
M002,E005,2020,32.5, , , ,
M002,E006,2020,4.2, , , ,
M002,E007,2020,32.8, , , ,
M002,E008,2020,72.2, , , ,
M002,E009,2020,56.7, , , ,
M002,E010,2020,4.6, , , ,
M002,E011,2020,100, , , ,
M003,E001,2020,37.9, , , ,
M003,E002,2020,0.8, , , ,
M003,E003,2020,38.7, , , ,
M003,E004,2020,20, , , ,
M003,E005,2020,22.2, , , ,
M003,E006,2020,0.1, , , ,
M003,E007,2020,42.3, , , ,
M003,E008,2020,12, , , ,
M003,E009,2020,6.1, , , ,
M003,E010,2020,0.9, , , ,
M003,E011,2020,100, , , ,
M004,E001,2020,3.1,2,1.1,5,
M004,E002,2020,8.2,14.5,-6.3,22.7,
M004,E003,2020,4.3,2.4,1.9,6.6,
M004,E004,2020,5.6,3.7,1.8,9.3,
M004,E005,2020,-8.1,4,-12.1,-4.1,
M004,E006,2020,-1.9,26.4,-28.3,24.5,
M004,E007,2020,-2,3,-5,1,
M004,E008,2020,5.3,1.9,3.5,7.2,
M004,E009,2020,2.4,2.5,-0.1,4.9,
M004,E010,2020,18.6,23.8,-5.3,42.4,
M004,E011,2020,1.9,1.8,0.1,3.8,
M001,E001,2021,401.9,1.9,394.2,409.5,
M001,E002,2021,25.3,7,23.5,27,
M001,E003,2021,392.3,2,384.4,400.3,
M001,E004,2021,273.4,2.6,266.3,280.4,
M001,E005,2021,203.2,3.4,196.4,210,
M001,E006,2021,10.1,21.5,7.9,12.2,
M001,E007,2021,455.2,2.4,444.4,466.1,
M001,E008,2021,61.2,1.6,60.2,62.2,
M001,E009,2021,39.7,1.7,39.1,40.4,
M001,E010,2021,62.6,13.6,54.1,71.2,
M001,E011,2021,359.5,1.9,352.7,366.2,
M002,E001,2021,33.3, , , ,
M002,E002,2021,9.9, , , ,
M002,E003,2021,34.7, , , ,
M002,E004,2021,30.9, , , ,
M002,E005,2021,33.2, , , ,
M002,E006,2021,4, , , ,
M002,E007,2021,33.4, , , ,
M002,E008,2021,72.8, , , ,
M002,E009,2021,57.7, , , ,
M002,E010,2021,5.9, , , ,
M002,E011,2021,100, , , ,
M003,E001,2021,37.2, , , ,
M003,E002,2021,0.7, , , ,
M003,E003,2021,37.9, , , ,
M003,E004,2021,23.5, , , ,
M003,E005,2021,18.8, , , ,
M003,E006,2021,0.1, , , ,
M003,E007,2021,42.4, , , ,
M003,E008,2021,12.4, , , ,
M003,E009,2021,6.4, , , ,
M003,E010,2021,1, , , ,
M003,E011,2021,100, , , ,
